代码,名称,上市日期,行业,板块,交易所,上市年份
600483,福能股份,福建福能股份有限公司,2004-05-31,上交所,SSE,
600486,扬农化工,江苏扬农化工股份有限公司,2002-04-25,上交所,SSE,
600487,亨通光电,江苏亨通光电股份有限公司,2003-08-22,上交所,SSE,
600488,津药药业,津药药业股份有限公司,2001-06-18,上交所,SSE,
600489,中金黄金,中金黄金股份有限公司,2003-08-14,上交所,SSE,
600490,鹏欣资源,鹏欣环球资源股份有限公司,2003-06-26,上交所,SSE,
600491,龙元建设,龙元建设集团股份有限公司,2004-05-24,上交所,SSE,
600493,凤竹纺织,福建凤竹纺织科技股份有限公司,2004-04-21,上交所,SSE,
600495,晋西车轴,晋西车轴股份有限公司,2004-05-26,上交所,SSE,
600496,精工钢构,长江精工钢结构(集团)股份有限公司,2002-06-05,上交所,SSE,
600497,驰宏锌锗,云南驰宏锌锗股份有限公司,2004-04-20,上交所,SSE,
600498,烽火通信,烽火通信科技股份有限公司,2001-08-23,上交所,SSE,
600499,科达制造,科达制造股份有限公司,2002-10-10,上交所,SSE,
600500,中化国际,中化国际(控股)股份有限公司,2000-03-01,上交所,SSE,
600501,航天晨光,航天晨光股份有限公司,2001-06-15,上交所,SSE,
600502,安徽建工,安徽建工集团股份有限公司,2003-04-15,上交所,SSE,
600503,华丽家族,华丽家族股份有限公司,2002-07-09,上交所,SSE,
600505,西昌电力,四川西昌电力股份有限公司,2002-05-30,上交所,SSE,
600506,统一股份,统一低碳科技(新疆)股份有限公司,2001-12-26,上交所,SSE,
600507,方大特钢,方大特钢科技股份有限公司,2003-09-30,上交所,SSE,
600508,上海能源,上海大屯能源股份有限公司,2001-08-29,上交所,SSE,
600509,天富能源,新疆天富能源股份有限公司,2002-02-28,上交所,SSE,
600510,黑牡丹,黑牡丹(集团)股份有限公司,2002-06-18,上交所,SSE,
600511,国药股份,国药集团药业股份有限公司,2002-11-27,上交所,SSE,
600512,腾达建设,腾达建设集团股份有限公司,2002-12-26,上交所,SSE,
600513,联环药业,江苏联环药业股份有限公司,2003-03-19,上交所,SSE,
600515,海南机场,海南机场设施股份有限公司,2002-08-06,上交所,SSE,
600516,方大炭素,方大炭素新材料科技股份有限公司,2002-08-30,上交所,SSE,
600517,国网英大,国网英大股份有限公司,2003-10-10,上交所,SSE,
600518,康美药业,康美药业股份有限公司,2001-03-19,上交所,SSE,
600519,贵州茅台,贵州茅台酒股份有限公司,2001-08-27,上交所,SSE,
600520,三佳科技,产投三佳(安徽)科技股份有限公司,2002-01-08,上交所,SSE,
600521,华海药业,浙江华海药业股份有限公司,2003-03-04,上交所,SSE,
600522,中天科技,江苏中天科技股份有限公司,2002-10-24,上交所,SSE,
600523,贵航股份,贵州贵航汽车零部件股份有限公司,2001-12-27,上交所,SSE,
600525,ST长园,长园科技集团股份有限公司,2002-12-02,上交所,SSE,
600526,菲达环保,浙江菲达环保科技股份有限公司,2002-07-22,上交所,SSE,
600527,江南高纤,江苏江南高纤股份有限公司,2003-11-27,上交所,SSE,
600528,中铁工业,中铁高新工业股份有限公司,2001-05-28,上交所,SSE,
600529,山东药玻,山东省药用玻璃股份有限公司,2002-06-03,上交所,SSE,
600530,交大昂立,上海交大昂立股份有限公司,2001-07-02,上交所,SSE,
600531,豫光金铅,河南豫光金铅股份有限公司,2002-07-30,上交所,SSE,
600533,栖霞建设,南京栖霞建设股份有限公司,2002-03-28,上交所,SSE,
600535,天士力,天士力医药集团股份有限公司,2002-08-23,上交所,SSE,
600536,中国软件,中国软件与技术服务股份有限公司,2002-05-17,上交所,SSE,
600537,亿晶光电,亿晶光电科技股份有限公司,2003-01-23,上交所,SSE,
600538,国发股份,北海国发川山生物股份有限公司,2003-01-14,上交所,SSE,
600539,狮头股份,狮头科技发展股份有限公司,2001-08-24,上交所,SSE,
600540,新赛股份,新疆赛里木现代农业股份有限公司,2004-01-07,上交所,SSE,
600543,莫高股份,甘肃莫高实业发展股份有限公司,2004-03-24,上交所,SSE,
600545,卓郎智能,卓郎智能技术股份有限公司,2003-12-03,上交所,SSE,
600546,山煤国际,山煤国际能源集团股份有限公司,2003-07-31,上交所,SSE,
600547,山东黄金,山东黄金矿业股份有限公司,2003-08-28,上交所,SSE,
600548,深高速,深圳高速公路集团股份有限公司,2001-12-25,上交所,SSE,
600549,厦门钨业,厦门钨业股份有限公司,2002-11-07,上交所,SSE,
600550,保变电气,保定天威保变电气股份有限公司,2001-02-28,上交所,SSE,
600551,时代出版,时代出版传媒股份有限公司,2002-09-05,上交所,SSE,
600552,凯盛科技,凯盛科技股份有限公司,2002-11-08,上交所,SSE,
600556,天下秀,天下秀数字科技(集团)股份有限公司,2001-08-07,上交所,SSE,
600557,康缘药业,江苏康缘药业股份有限公司,2002-09-18,上交所,SSE,
600558,大西洋,四川大西洋焊接材料股份有限公司,2001-02-27,上交所,SSE,
600559,老白干酒,河北衡水老白干酒业股份有限公司,2002-10-29,上交所,SSE,
600560,金自天正,北京金自天正智能控制股份有限公司,2002-09-19,上交所,SSE,
600561,江西长运,江西长运股份有限公司,2002-07-16,上交所,SSE,
600562,国睿科技,国睿科技股份有限公司,2003-01-28,上交所,SSE,
600563,法拉电子,厦门法拉电子股份有限公司,2002-12-10,上交所,SSE,
600566,济川药业,湖北济川药业股份有限公司,2001-08-22,上交所,SSE,
600567,山鹰国际,山鹰国际控股股份公司,2001-12-18,上交所,SSE,
600568,ST中珠,中珠医疗控股股份有限公司,2001-05-18,上交所,SSE,
600569,安阳钢铁,安阳钢铁股份有限公司,2001-08-20,上交所,SSE,
600570,恒生电子,恒生电子股份有限公司,2003-12-16,上交所,SSE,
600571,信雅达,信雅达科技股份有限公司,2002-11-01,上交所,SSE,
600572,康恩贝,浙江康恩贝制药股份有限公司,2004-04-12,上交所,SSE,
600573,惠泉啤酒,福建省燕京惠泉啤酒股份有限公司,2003-02-26,上交所,SSE,
600575,淮河能源,淮河能源(集团)股份有限公司,2003-03-28,上交所,SSE,
600576,祥源文旅,浙江祥源文旅股份有限公司,2003-02-20,上交所,SSE,
600577,精达股份,铜陵精达特种电磁线股份有限公司,2002-09-11,上交所,SSE,
600578,京能电力,北京京能电力股份有限公司,2002-05-10,上交所,SSE,
600579,中化装备,中化装备科技(青岛)股份有限公司,2002-08-09,上交所,SSE,
600580,卧龙电驱,卧龙电气驱动集团股份有限公司,2002-06-06,上交所,SSE,
600581,八一钢铁,新疆八一钢铁股份有限公司,2002-08-16,上交所,SSE,
600582,天地科技,天地科技股份有限公司,2002-05-15,上交所,SSE,
600583,海油工程,海洋石油工程股份有限公司,2002-02-05,上交所,SSE,
600584,长电科技,江苏长电科技股份有限公司,2003-06-03,上交所,SSE,
600585,海螺水泥,安徽海螺水泥股份有限公司,2002-02-07,上交所,SSE,
600586,金晶科技,山东金晶科技股份有限公司,2002-08-15,上交所,SSE,
600587,新华医疗,山东新华医疗器械股份有限公司,2002-09-27,上交所,SSE,
600588,用友网络,用友网络科技股份有限公司,2001-05-18,上交所,SSE,
600589,大位科技,大位数据科技(广东)集团股份有限公司,2001-06-12,上交所,SSE,
600590,泰豪科技,泰豪科技股份有限公司,2002-07-03,上交所,SSE,
600592,龙溪股份,福建龙溪轴承(集团)股份有限公司,2002-08-05,上交所,SSE,
600593,大连圣亚,大连圣亚旅游控股股份有限公司,2002-07-11,上交所,SSE,
600594,益佰制药,贵州益佰制药股份有限公司,2004-03-23,上交所,SSE,
600595,中孚实业,河南中孚实业股份有限公司,2002-06-26,上交所,SSE,
600596,新安股份,浙江新安化工集团股份有限公司,2001-09-06,上交所,SSE,
600597,光明乳业,光明乳业股份有限公司,2002-08-28,上交所,SSE,
600598,XD北大荒,黑龙江北大荒农业股份有限公司,2002-03-29,上交所,SSE,
600599,*ST熊猫,熊猫金控股份有限公司,2001-08-28,上交所,SSE,
600600,青岛啤酒,青岛啤酒股份有限公司,1993-08-27,上交所,SSE,
600601,方正科技,方正科技集团股份有限公司,1990-12-19,上交所,SSE,
600602,云赛智联,云赛智联股份有限公司,1990-12-19,上交所,SSE,
600603,ST广物,广汇物流股份有限公司,1992-01-13,上交所,SSE,
600604,市北高新,上海市北高新股份有限公司,1992-03-27,上交所,SSE,
600605,汇通能源,上海汇通能源股份有限公司,1992-03-27,上交所,SSE,
600606,绿地控股,绿地控股集团股份有限公司,1992-03-27,上交所,SSE,
600608,*ST沪科,上海宽频科技股份有限公司,1992-03-27,上交所,SSE,
600609,金杯汽车,金杯汽车股份有限公司,1992-07-24,上交所,SSE,
600610,中毅达,贵州中毅达股份有限公司,1992-08-05,上交所,SSE,
600611,大众交通,大众交通(集团)股份有限公司,1992-08-07,上交所,SSE,
600612,老凤祥,老凤祥股份有限公司,1992-08-14,上交所,SSE,
600613,神奇制药,上海神奇制药投资管理股份有限公司,1992-08-20,上交所,SSE,
600615,丰华股份,重庆丰华(集团)股份有限公司,1992-09-10,上交所,SSE,
600616,金枫酒业,上海金枫酒业股份有限公司,1992-09-29,上交所,SSE,
600617,国新能源,山西省国新能源股份有限公司,1992-10-13,上交所,SSE,
600618,氯碱化工,上海氯碱化工股份有限公司,1992-11-13,上交所,SSE,
600619,海立股份,上海海立(集团)股份有限公司,1992-11-16,上交所,SSE,
600620,天宸股份,上海市天宸股份有限公司,1992-11-17,上交所,SSE,
600621,华鑫股份,上海华鑫股份有限公司,1992-12-02,上交所,SSE,
600622,光大嘉宝,光大嘉宝股份有限公司,1992-12-03,上交所,SSE,
600623,华谊集团,上海华谊集团股份有限公司,1992-12-04,上交所,SSE,
600624,复旦复华,上海复旦复华科技股份有限公司,1993-01-05,上交所,SSE,
600626,申达股份,上海申达股份有限公司,1993-01-07,上交所,SSE,
600628,新世界,上海新世界股份有限公司,1993-01-19,上交所,SSE,
600629,华建集团,华东建筑集团股份有限公司,1993-02-09,上交所,SSE,
600630,龙头股份,上海龙头(集团)股份有限公司,1993-02-09,上交所,SSE,
600633,浙数文化,浙报数字文化集团股份有限公司,1993-03-04,上交所,SSE,
600635,大众公用,上海大众公用事业(集团)股份有限公司,1993-03-04,上交所,SSE,
600636,*ST国化,国新文化控股股份有限公司,1993-03-16,上交所,SSE,
600637,东方明珠,东方明珠新媒体股份有限公司,1993-03-16,上交所,SSE,
600638,新黄浦,上海新黄浦实业集团股份有限公司,1993-03-26,上交所,SSE,
600639,浦东金桥,上海金桥出口加工区开发股份有限公司,1993-03-26,上交所,SSE,
600640,国脉文化,新国脉数字文化股份有限公司,1993-04-07,上交所,SSE,
600641,万业企业,上海万业企业股份有限公司,1993-04-07,上交所,SSE,
600642,申能股份,申能股份有限公司,1993-04-16,上交所,SSE,
600643,爱建集团,上海爱建集团股份有限公司,1993-04-26,上交所,SSE,
600644,乐山电力,乐山电力股份有限公司,1993-04-26,上交所,SSE,
600645,中源协和,中源协和细胞基因工程股份有限公司,1993-05-04,上交所,SSE,
600648,外高桥,上海外高桥集团股份有限公司,1993-05-04,上交所,SSE,
600649,城投控股,上海城投控股股份有限公司,1993-05-18,上交所,SSE,
600650,锦江在线,上海锦江在线网络服务股份有限公司,1993-06-07,上交所,SSE,
600651,飞乐音响,上海飞乐音响股份有限公司,1990-12-19,上交所,SSE,
600653,申华控股,辽宁申华控股股份有限公司,1990-12-19,上交所,SSE,
600654,中安科,中安科股份有限公司,1990-12-19,上交所,SSE,
600655,豫园股份,上海豫园旅游商城(集团)股份有限公司,1992-09-02,上交所,SSE,
600657,信达地产,信达地产股份有限公司,1993-05-24,上交所,SSE,
600658,电子城,北京电子城高科技集团股份有限公司,1993-05-24,上交所,SSE,
600660,福耀玻璃,福耀玻璃工业集团股份有限公司,1993-06-10,上交所,SSE,
600661,昂立教育,上海新南洋昂立教育科技股份有限公司,1993-06-14,上交所,SSE,
600662,外服控股,上海外服控股集团股份有限公司,1993-06-14,上交所,SSE,
600663,陆家嘴,上海陆家嘴金融贸易区开发股份有限公司,1993-06-28,上交所,SSE,
600664,哈药股份,哈药集团股份有限公司,1993-06-29,上交所,SSE,
600665,天地源,天地源股份有限公司,1993-07-09,上交所,SSE,
600666,奥瑞德,奥瑞德光电股份有限公司,1993-07-12,上交所,SSE,
600667,太极实业,无锡市太极实业股份有限公司,1993-07-28,上交所,SSE,
600668,尖峰集团,浙江尖峰集团股份有限公司,1993-07-28,上交所,SSE,
600671,天目药业,杭州天目山药业股份有限公司,1993-08-23,上交所,SSE,
600673,东阳光,广东东阳光科技控股股份有限公司,1993-09-17,上交所,SSE,
600674,川投能源,四川川投能源股份有限公司,1993-09-24,上交所,SSE,
600675,中华企业,中华企业股份有限公司,1993-09-24,上交所,SSE,
600676,交运股份,上海交运集团股份有限公司,1993-09-28,上交所,SSE,
600678,四川金顶,四川金顶(集团)股份有限公司,1993-10-08,上交所,SSE,
600679,上海凤凰,上海凤凰企业(集团)股份有限公司,1993-10-08,上交所,SSE,
600681,百川能源,百川能源股份有限公司,1993-10-18,上交所,SSE,
600682,南京新百,南京新街口百货商店股份有限公司,1993-10-18,上交所,SSE,
600683,京投发展,京投发展股份有限公司,1993-10-25,上交所,SSE,
600684,珠江股份,广州珠江发展集团股份有限公司,1993-10-28,上交所,SSE,
600685,中船防务,中船海洋与防务装备股份有限公司,1993-10-28,上交所,SSE,
600686,金龙汽车,厦门金龙汽车集团股份有限公司,1993-11-08,上交所,SSE,
600688,上海石化,中国石化上海石油化工股份有限公司,1993-11-08,上交所,SSE,
600689,上海三毛,上海三毛企业(集团)股份有限公司,1993-11-08,上交所,SSE,
600690,海尔智家,海尔智家股份有限公司,1993-11-19,上交所,SSE,
600691,阳煤化工,阳煤化工股份有限公司,1993-11-19,上交所,SSE,
600692,亚通股份,上海亚通股份有限公司,1993-11-19,上交所,SSE,
600693,东百集团,福建东百集团股份有限公司,1993-11-22,上交所,SSE,
600694,大商股份,大商股份有限公司,1993-11-22,上交所,SSE,
600696,*ST岩石,上海贵酒股份有限公司,1993-12-06,上交所,SSE,
600697,欧亚集团,长春欧亚集团股份有限公司,1993-12-06,上交所,SSE,
600698,湖南天雁,湖南天雁机械股份有限公司,1993-12-06,上交所,SSE,
600699,均胜电子,宁波均胜电子股份有限公司,1993-12-06,上交所,SSE,
600702,XD舍得酒,舍得酒业股份有限公司,1996-05-24,上交所,SSE,
600703,三安光电,三安光电股份有限公司,1996-05-28,上交所,SSE,
600704,物产中大,物产中大集团股份有限公司,1996-06-06,上交所,SSE,
600705,中航产融,中航工业产融控股股份有限公司,1996-05-16,上交所,SSE,
600706,曲江文旅,西安曲江文化旅游股份有限公司,1996-05-16,上交所,SSE,
600707,彩虹股份,彩虹显示器件股份有限公司,1996-05-20,上交所,SSE,
600708,光明地产,光明房地产集团股份有限公司,1996-06-06,上交所,SSE,
